,uni_par_id,uni_id,strain,movie_name,replicate,id_colony,id_par,frames,length,area,generation,age,fluo1,fluo1_avg,lifetime,elongation_rate,elongation_rate_linreg
4,Psy-eGFP-0-16,Psy-eGFP-0-17,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,2,16,19,120.7437744140625,1477.0,2.0,4,2146.384808537351,1996.6767934515235,2.25,0.13307233017634518,0.30318748869687884
5,Psy-eGFP-0-16,Psy-eGFP-0-17,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,2,16,20,130.598388671875,1587.0,2.0,5,2084.653419053185,1996.6767934515235,2.25,0.13307233017634518,0.30318748869687884
6,Psy-eGFP-0-16,Psy-eGFP-0-17,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,2,16,21,140.42787170410156,1672.5,2.0,6,2058.4282548476453,1996.6767934515235,2.25,0.13307233017634518,0.30318748869687884
7,Psy-eGFP-0-16,Psy-eGFP-0-17,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,2,16,22,154.76966857910156,1838.5,2.0,7,2073.8820564516127,1996.6767934515235,2.25,0.13307233017634518,0.30318748869687884
8,Psy-eGFP-0-16,Psy-eGFP-0-17,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,2,16,23,166.6170196533203,1950.5,2.0,8,2093.145092460882,1996.6767934515235,2.25,0.13307233017634518,0.30318748869687884
9,Psy-eGFP-0-16,Psy-eGFP-0-17,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,2,16,24,178.3134765625,2077.0,2.0,9,2202.5026714158503,1996.6767934515235,2.25,0.13307233017634518,0.30318748869687884
0,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,46,34.38768768310547,289.0,7.0,0,2249.3664596273293,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
1,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,47,37.684669494628906,307.0,7.0,1,2246.2267441860463,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
2,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,48,39.41522216796875,332.0,7.0,2,2251.601078167116,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
3,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,49,41.33341979980469,339.0,7.0,3,2240.810526315789,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
4,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,50,43.34593200683594,339.5,7.0,4,2241.5,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
5,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,51,46.12298202514648,325.5,7.0,5,2301.1805929919137,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
6,Psy-eGFP-0-166,Psy-eGFP-0-167,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,166,52,49.72737121582031,356.0,7.0,6,2278.7178217821784,2258.486174724339,1.5,0.10679501840337698,0.22939250195512978
0,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,44,40.9592170715332,345.0,6.0,0,2459.848329048843,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
1,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,45,42.68192672729492,373.0,6.0,1,2451.1169451073984,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
2,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,46,45.99729919433594,400.5,6.0,2,2381.877505567929,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
3,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,47,48.96241760253906,400.0,6.0,3,2380.266075388027,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
4,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,48,49.81349563598633,423.0,6.0,4,2321.1726315789474,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
5,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,49,52.01764678955078,435.5,6.0,5,2272.8571428571427,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
6,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,50,53.47749328613281,447.5,6.0,6,2182.189243027889,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
7,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,51,57.97352981567383,494.0,6.0,7,2129.707581227437,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
8,Psy-eGFP-0-171,Psy-eGFP-0-172,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,3,171,52,60.6172103881836,501.0,6.0,8,2060.028368794326,2293.2293136219932,2.0,0.08512214981080275,0.189901814129762
0,Psy-eGFP-0-176,Psy-eGFP-0-177,Psy-eGFP,Psy-eGFP_2023.09.27_Psy_AgarPads#13_Pos41,0,0,176,46,37.029293060302734,317.5,6.0,0,2012.0980392156864,2048.0529494979205,1.5,0.07047734281056693,0.16099348340746378
